ID,URL,Repo Name,Collection,MD Contents,C++/C Contents,Python Contents,Included,Notes
REPO54,https://github.com/duckietown/Softwareduck,Softwareduck,Repositories,{},"{'scene_segmentation': ' Graph-based Image Segmentation wrapper draw green rectangles params for segmentation Efficient', 'basic_pts_and_lines': 'idth %EndTag(SCALE)% %Tag(COLOR)% Points are green Line strip is blue Line list is red %EndTag(', 'Collections': 'www.gnu.org/licenses/>. red green blue draw outline in black Calculate eigenva', 'street_name_detector_node': ' = image.clone(); // pre-processing: keep green channel only for blobs cv::Mat im_channel', 'common_functions': ', skip it. Draw tag outline with edge colors green, blue, blue, red (going counter-clockwise, s'}","{'LEDDetector_forloops': 'pixel[0] # red channelintensity = pixel[1] # green channel blue channel HACK1 TODO change the ', 'dummy': 'pixel[0] # red channelintensity = pixel[1] # green channel blue channelthreshold into ""on"" and ', 'traffic_light_node': ' are off Move to next light in list Keep the green light on Turn off the green light Exit if li', 'grid_helper_visualization': ""10, markeredgecolor='green', markeredgewidth=3, "", 'Adafruit_ADS1x15': 'e ADC will do a single conversion and enter power-off mode. Page 18 datasheet. Read the conver', 'Adafruit_LSM303': '(10-bit) output mode. Low-res mode uses less power and sustains a higher update rate, output is', 'copyOF_joy_mapper_node': 'ar - not set a specific paramLeft back buttonpower button (middle) note that this is toggle (ac', 'joy_mapper_node2': 'usedVariable @UnusedVariable @UnusedVariable power button (middle) @UnusedVariable bad - should', 'graph': ""ttr.update(ratio = '0.7', inputscale = '1.3')greenblueredscript_dir = os.path.dirname(__file__)"", 'charging_control_node': 'the status to: ready to leave charging area (battery full) Request that Duckiebot should drive to', 'col_logging': ' methods we need to the class red red yellow green pink normal normal'}",,
REPO55,https://github.com/billieblaze/ROS_Rover_addons,ROS_Rover_addons,Repositories,{},{'AccelStepper': '00 1010 0010 0110 01000101 00011001 Prevents power consumption on the outputs Handles inversion'},{},,
REPO56,https://github.com/KCL-Planning/ROSPlan,ROSPlan,Repositories,{},"{'EsterelPlanDispatcher': 'acter "","" with a "")"" edges decide edge color green if conditional edge, red if start to end, bl', 'Polynomial': '\\n"";H_c(p(t)) = p(ct) for c in Realsc to the power of ians.setCoeff(i,p.getCoeff(i)*pow(c,i));n', 'Validator': 'ellow to orangewhite to greyswap ordering of green and magentafudge factor, qbezier and normal '}",{},,
REPO57,https://github.com/start-jsk/rtmros_hironx,rtmros_hironx,Repositories,{},"{'iob': '5/////////6/////////7/////////8 RENAME: read_power_state - Done, TODO static test RENAME write_'}","{'hironx_client': ""o state check jname is acceptableself.rh_svc.power('all', SWITCH_ON) #do not switch on before "", 'hironx_dashboard': ""MAGE.14.0416.04ffffff; background-color: darkgreen;')""}",,
REPO58,https://github.com/ildoonet/tf-pose-estimation,tf-pose-estimation,Repositories,{},{'pafprocess_wrap': 'in Python 3 nb_dividenb_remaindernb_divmodnb_powernb_negativenb_positivenb_absolutenb_nonzeronb'},"{'network_mobilenet_thin': ""lt 'global_step' not in v.op.name and 'beta1_power' not in v.op.name and 'beta2_power' not in v"", 'network_mobilenet_v2': ""lt 'global_step' not in v.op.name and 'beta1_power' not in v.op.name and 'beta2_power' not in v""}",,
REPO59,https://github.com/yujinrobot/kobuki,kobuki,Repositories,{},"{'diagnostics': ""**************** TODO: how can we tell which battery is in use? i.e. fully charged TODO: what's t""}","{'test_external_power': 'h, uses -p option.""print """"print ""p: publish power on/off status""print "" [ On] [Off] [ On] [Off', 'inf_rotation': 't into continual rotation - useful for aging/battery tests.', 'DockDriveControl': ""cel_dock', Empty), 'e':(self.pub['motor_power'].publish,MotorPower(MotorPower.ON),'enabled""}",,
REPO60,https://github.com/sbrodeur/ros-icreate-bbb,ros-icreate-bbb,Repositories,{},"{'driver': "" Start in full control mode Show robot's battery level Set frame_id's Setup services Setup su""}","{'behaviours': ' # Activation of behaviour batteryLevel = float(state.battery.batteryCharge) / ', 'visualize_hdf5': 'from clock Select only the subset related to battery voltage and current (respectively) Convert c'}",,
REPO61,https://github.com/inomuh/evapi_ros,evapi_ros,Repositories,{},"{'L3G': 'he gyro and places it in normal mode. Normal power mode, all axes enabled 2000 dps full scale', 'LSM303': ') MFS = 01 (4 gauss full scale) MLP = 0 (low power mode off) MD = 00 (continuous-conversion mod', 'evarobot_battery': 'CC pin disabled High Voltage Low voltage Low battery Charging Discharging Fully charged'}",{},,
REPO62,https://github.com/BCLab-UNM/SwarmBaseCode-ROS,SwarmBaseCode-ROS,Repositories,{},"{'sbridge': ""ng at the same time, it will not have enough power to carry out each of those at it's full valu"", 'rover_gui_plugin': 'n it deselected Currently, we cannot use the power law distribution with custon numbers of cube', 'MapFrame': ' Draw rover origin crosshairs painter.setPen(green);map_data->getEKFPath(rover_to_display).begi', 'LSM303': 's full scale) 0x00 = 0b00000000 MLP = 0 (low power mode off); MD = 00 (continuous-conversion mo'}",{},,
REPO63,https://github.com/UBC-Snowbots/Snowflake,Snowflake,Repositories,{},"{'LidarObstacleManager': 'ocks TODO: Make the scale a param Points are green TODO: Make this a param TODO: Should be a pa', 'DragRaceNode': 'en while staying within the boundaries If no green light has been detected stop. Publish our de', 'CircleDetection': 'bout fitting a long to an int non-issue Draw green circles around object', 'HSVFilterNode': 'ave an image to get the rest) Filter out non-green colors If enough time has passed update filt', 'DBSCAN': 'verhead in creating multiple threads can overpower time gained from multi threading. for cur', 'utils-test': 'ynomial where the coefficient of the highest power is 0 y = 0x^3 + x^2 y = 0 y = -32x^31 + 4x^3', 'bigint_kernel_2': 'ore complex O(n*logn) algorithm make size a power of 2 allocate some temporary space so we can', 'mpc': '------------------- input and output compute powers of A: Apow[i] == A^i fill in K fill in Mcou', 'numerical_integration': 'txt for the full license. This function test battery is given in: Test functions taken from Pedro', 'pixel': 'point (127,127,127)Lab limit values testred, green, blue, yellow, black, whiteRGB limit tests', 'jquant1': ' dither matrix NB: if ODITHER_SIZE is not a power of 2, ODITHER_MASK uses will break # cells ', 'jdcolor': ""due to noise introduced by DCT losses. red green blue K passes through unchanged don't nee"", 'ConeExtractorNode': 'ale for width/height respectively Points are green'}",{},,
REPO64,https://github.com/AutonomyLab/bebop_autonomy,bebop_autonomy,Repositories,{},{'bebop_itl_test': 'erything else is ready) The problem with the battery state is that it is only updated when its va'},{},,
REPO65,https://github.com/linorobot/linorobot,linorobot,Repositories,{},{'ADXL345': ': 2011-07-31 - initial release reset all power settings DEVID register THRESH_TAP register '},{},,
REPO66,https://github.com/irvs/ros_tms,ros_tms,Repositories,{},"{'viewer': '--------------------- black cyan orange blue green DarkKhaki Navy violet grey darkRed DarkOrang', 'tms_db_state_publisher': 'ing_chair3 meeting_chair4 wagon chipstar_red greentea_bottle cancoffee soysauce_bottle_black---', 'tms_ts_subtask_957': 'obile_base/commands/sound"", 1); kobuki_motorpower = nh1.advertise<kobuki_msgs::Mot', 'tms_ts_subtask': 'obile_base/commands/sound"", 1); kobuki_motorpower = nh1.advertise<kobuki_msgs::Mot', 'voice_receiver': '------ chipstar_red chipstar_orange chipstar_green greentea_bottle soukentea_bottle soysauce_bo', 'newfft': ""e maximum factor size TWO_GRP is the maximum power of 2 handled as a single factor Doesn't take"", 'smartpal5_control': '-------------------------------- clear alarm power on servo on 10Hz frequency (0.1 sec)--------'}","{'tms_ur_listener_server': ' = self.announce(error_msg1) self.julius_power(True,tim.sec) return False else: pri'}",,
REPO67,https://github.com/AutonomyLab/create_autonomy,create_autonomy,Repositories,{},"{'create_driver': "" Start in full control mode Show robot's battery level Set frame_id's Populate intial covaria""}",{},,
REPO68,https://github.com/bluesat/owr_software,owr_software,Repositories,{},"{'NavigationNode': 'function GPS related data Power left on the battery Subscribe to all topics that will be publish', 'NavigationGUI': 'the list of GPS co-ordinates debug - animate battery and signal calculate the path rotation angle', 'testJointSpeedBasedPositionController': 'ossible distance from 0, should require full powerrotate the maximum possible distance from 0 i'}",{},,
