W25,https://wiki.ros.org/rmp_base,Wiki,rmp_base," published such as odometry, imu, mottor and battery status, ...



The rmp_base package provides",3,0,0,0,0
W26,https://wiki.ros.org/actionlib_lisp,Wiki,actionlib_lisp,n server and the client is a little bit more powerful than the simple action client but not as ,0,0,1,0,0
W27,https://wiki.ros.org/kdl_parser,Wiki,kdl_parser,"RDF. 

 If you want to take advantage of the powerful features of the , the kdl parser provides",0,0,1,0,0
W28,https://wiki.ros.org/xacro,Wiki,xacro,"f defined inside of a . See . 
: 
: The more powerful evaluation capabilities in ROS Jade allow",0,0,1,0,0
W29,https://wiki.ros.org/velodyne_driver,Wiki,velodyne_driver,apper providing some obscure options for the powerful  command. Other methods of acquiring PCAP,0,0,1,0,0
W30,https://wiki.ros.org/ros_control,Wiki,ros_control,and the . From the above it can be seen that power remains constant between input and output. C,0,0,1,0,0
W31,https://wiki.ros.org/wiimote,Wiki,wiimote,"umble (vibrator),
    buttons, joystick, and battery state. The node additionally enables ROS
   ",4,0,0,0,0
W32,https://wiki.ros.org/rosmsg,Wiki,rosmsg,formation for developers and also serve as a powerful introspection tool for learning more abou,0,0,1,0,0
W33,https://wiki.ros.org/rosserial_embeddedlinux,Wiki,rosserial_embeddedlinux,"l, and consumes under 10 watts of electrical power. This makes them expandable and interesting ",0,0,1,0,0
W34,https://wiki.ros.org/m4atx_battery_monitor,Wiki,m4atx_battery_monitor,ckage will read the information from a m4atx battery supply and publish it as a ros message. Loca,11,0,0,0,0
W35,https://wiki.ros.org/rc_visard_driver,Wiki,rc_visard_driver,"isard for loading it after a SLAM restart or power cycle: The onboard  node can be ""reset"" (cle",0,0,1,0,0
W36,https://wiki.ros.org/schunk_powercube_chain,Wiki,schunk_powercube_chain,"a configurable driver of a chain
  of Schunk powercubes. The powercube chain is configured
  th",0,0,5,0,0
W37,https://wiki.ros.org/ridgeback_msgs,Wiki,ridgeback_msgs,"nitor system state such as voltage, current, battery, faults, etc. ",1,0,0,0,0
W38,https://wiki.ros.org/smart_battery_msgs,Wiki,smart_battery_msgs,"olete package. Could not find package ""smart_battery_msgs"" in rosdoc: /home/rosbot/docs/api/smart",2,0,0,0,0
W39,https://wiki.ros.org/kobuki_dashboard,Wiki,kobuki_dashboard,"rd is also part of the . In order to get the battery statuses, you need to launch the . $ roslaun",1,0,0,0,0
W40,https://wiki.ros.org/spatial_world_model,Wiki,spatial_world_model,"ntries within a graph database. By doing so, powerful search queries to can written such as ""gi",0,0,2,0,0
W41,https://wiki.ros.org/hostapd_access_point,Wiki,hostapd_access_point," WPA security with the chosen password, a TX power level of 8 dBm and a TX bitrate of 24Mbit/s.",0,0,6,0,0
W42,https://wiki.ros.org/ros_ethernet_rmp,Wiki,ros_ethernet_rmp," of the , 'rmp_pose_updater.py' and  nodes. 'battery_monitor_rmp.launch' from 'battery_monitor_rm",4,0,0,0,0
W43,https://wiki.ros.org/stereo_slam,Wiki,stereo_slam, library for graph optimization and uses the power of  to find loop closures between graph node,0,0,1,0,0
W44,https://wiki.ros.org/tuw_multi_robot,Wiki,tuw_multi_robot,ments on the tuw_multi_robot framework.  The green boxes show already existing modules while th,0,0,0,0,1
W45,https://wiki.ros.org/lex_node,Wiki,lex_node,"ex, the same deep learning technologies that power Amazon Alexa are now available to any develo",0,0,1,0,0
W46,https://wiki.ros.org/ocean_battery_driver,Wiki,ocean_battery_driver,"er than , which is where you should look for power data.  
 () 
 (, default: if no value specif",5,0,1,0,0
W47,https://wiki.ros.org/robot_pose_ekf,Wiki,robot_pose_ekf,"robot started from a given initial position (green dot), driven around, and returned to the ini",0,0,0,0,1
W48,https://wiki.ros.org/pr2_bringup,Wiki,pr2_bringup,"the PR2 starts up for the first time since a power down, it will move its arms, casters, head a",0,0,1,0,0
W49,https://wiki.ros.org/mongodb_log,Wiki,mongodb_log, made based on the time of the message. More powerful queries and usage of the data is only pos,0,0,1,0,0
W50,https://wiki.ros.org/pr2_power_board,Wiki,pr2_power_board," the PR2 Power Board.
 controls with the PR2 power board.  The API below is for informational p",2,0,6,0,0
W51,https://wiki.ros.org/pr2_power_drivers,Wiki,pr2_power_drivers,".
 contains the drivers that control the PR2 power system.  You should look at  for reading the",0,0,3,0,0
W52,https://wiki.ros.org/smacha,Wiki,smacha,"n the foreground, while retaining all of its power and flexibility in Jinja2-based templates an",0,0,2,0,0
W53,https://wiki.ros.org/retalis,Wiki,retalis,he memory instance in the latter case is the power of two of the size of the memory instance in,0,0,1,0,8
W54,https://wiki.ros.org/omip,Wiki,omip,"es and therefore requires less computational power.  To try this option, download one of the ro",0,0,1,0,0
W55,https://wiki.ros.org/phm_tools,Wiki,phm_tools,"t.  In order to calculate hazard rate of the power card sub-module, we utilized diodes, capacit",1,0,2,0,0
W56,https://wiki.ros.org/move_base_to_manip,Wiki,move_base_to_manip,of interest. The desired EE pose is shown in green. The second image shows the freshly-calculat,0,0,0,0,1
W57,https://wiki.ros.org/openni_tracker,Wiki,openni_tracker,"er nodes to run (however, make sure your  is powered. For example, on ,  needs to be run succes",0,0,1,0,0
W58,https://wiki.ros.org/battery_monitor_rmp,Wiki,battery_monitor_rmp,s and then uses espeak to tell the user if a battery is getting low. It also publishes this infor,11,0,0,0,0
W59,https://wiki.ros.org/class_loader,Wiki,class_loader,in with an incompatible interface. This is a powerful concept in guaranteeing the integrity of ,0,0,1,0,0
