ID,URL,Repo Name,Collection,MD Contents,C++ Contents,Python Contents
REPO_MD57,https://github.com/duckietown/Softwareduck,Softwareduck,Repositories,{'message': 'no data'},{'street_name_detector_node': ' = image.clone();    // pre-processing: keep green channel only for blobs    cv::Mat im_channel'},
REPO_MD54,https://github.com/duckietown/Softwareduck,Softwareduck,Repositories,{'message': 'no data'},"{'common_functions': ', skip it. Draw tag outline with edge colors green, blue, blue, red (going counter-clockwise, s'}",
REPO_MD55,https://github.com/billieblaze/ROS_Rover_addons,ROS_Rover_addons,Repositories,{'message': 'no data'},{'AccelStepper': '00 1010 0010 0110 01000101 00011001 Prevents power consumption on the outputs Handles inversion'},
REPO_MD54,https://github.com/KCL-Planning/ROSPlan,ROSPlan,Repositories,{'message': 'no data'},"{'EsterelPlanDispatcher': 'acter "","" with a "")"" edges decide edge color green if conditional edge, red if start to end, bl'}",
REPO_MD55,https://github.com/KCL-Planning/ROSPlan,ROSPlan,Repositories,{'message': 'no data'},"{'Polynomial': '\\n"";H_c(p(t)) = p(ct) for c in Realsc to the power of ians.setCoeff(i,p.getCoeff(i)*pow(c,i));n'}",
REPO_MD56,https://github.com/KCL-Planning/ROSPlan,ROSPlan,Repositories,{'message': 'no data'},"{'Validator': 'ellow to orangewhite to greyswap ordering of green and magentafudge factor, qbezier and normal '}",
REPO_MD57,https://github.com/start-jsk/rtmros_hironx,rtmros_hironx,Repositories,{'message': 'no data'},"{'iob': '5/////////6/////////7/////////8 RENAME: read_power_state - Done, TODO static test RENAME write_'}",
REPO_MD58,https://github.com/ildoonet/tf-pose-estimation,tf-pose-estimation,Repositories,{'message': 'no data'},{'pafprocess_wrap': 'in Python 3 nb_dividenb_remaindernb_divmodnb_powernb_negativenb_positivenb_absolutenb_nonzeronb'},
REPO_MD59,https://github.com/yujinrobot/kobuki,kobuki,Repositories,{'message': 'no data'},"{'diagnostics': ""**************** TODO: how can we tell which battery is in use? i.e. fully charged TODO: what's t""}",
REPO_MD60,https://github.com/sbrodeur/ros-icreate-bbb,ros-icreate-bbb,Repositories,{'message': 'no data'},"{'driver': "" Start in full control mode Show robot's battery level Set frame_id's Setup services Setup su""}",
REPO_MD59,https://github.com/inomuh/evapi_ros,evapi_ros,Repositories,{'message': 'no data'},"{'L3G': 'he gyro and places it in normal mode. Normal power mode, all axes enabled 2000 dps full scale'}",
REPO_MD60,https://github.com/inomuh/evapi_ros,evapi_ros,Repositories,{'message': 'no data'},{'LSM303': ') MFS = 01 (4 gauss full scale) MLP = 0 (low power mode off) MD = 00 (continuous-conversion mod'},
REPO_MD61,https://github.com/inomuh/evapi_ros,evapi_ros,Repositories,{'message': 'no data'},{'evarobot_battery': 'CC pin disabled High Voltage Low voltage Low battery Charging Discharging Fully charged'},
REPO_MD59,https://github.com/BCLab-UNM/SwarmBaseCode-ROS,SwarmBaseCode-ROS,Repositories,{'message': 'no data'},"{'sbridge': ""ng at the same time, it will not have enough power to carry out each of those at it's full valu""}",
REPO_MD60,https://github.com/BCLab-UNM/SwarmBaseCode-ROS,SwarmBaseCode-ROS,Repositories,{'message': 'no data'},"{'rover_gui_plugin': 'n it deselected Currently, we cannot use the power law distribution with custon numbers of cube'}",
REPO_MD61,https://github.com/BCLab-UNM/SwarmBaseCode-ROS,SwarmBaseCode-ROS,Repositories,{'message': 'no data'},{'MapFrame': ' Draw rover origin crosshairs painter.setPen(green);map_data->getEKFPath(rover_to_display).begi'},
REPO_MD62,https://github.com/BCLab-UNM/SwarmBaseCode-ROS,SwarmBaseCode-ROS,Repositories,{'message': 'no data'},{'LSM303': 's full scale) 0x00 = 0b00000000 MLP = 0 (low power mode off); MD = 00 (continuous-conversion mo'},
REPO_MD51,https://github.com/UBC-Snowbots/Snowflake,Snowflake,Repositories,{'message': 'no data'},{'LidarObstacleManager': 'ocks TODO: Make the scale a param Points are green TODO: Make this a param TODO: Should be a pa'},
REPO_MD52,https://github.com/UBC-Snowbots/Snowflake,Snowflake,Repositories,{'message': 'no data'},{'DragRaceNode': 'en while staying within the boundaries If no green light has been detected stop. Publish our de'},
REPO_MD53,https://github.com/UBC-Snowbots/Snowflake,Snowflake,Repositories,{'message': 'no data'},{'CircleDetection': 'bout fitting a long to an int non-issue Draw green circles around object'},
REPO_MD54,https://github.com/UBC-Snowbots/Snowflake,Snowflake,Repositories,{'message': 'no data'},{'HSVFilterNode': 'ave an image to get the rest) Filter out non-green colors If enough time has passed update filt'},
REPO_MD55,https://github.com/UBC-Snowbots/Snowflake,Snowflake,Repositories,{'message': 'no data'},{'DBSCAN': 'verhead in creating multiple threads can overpower time gained from    multi threading. for cur'},
REPO_MD56,https://github.com/UBC-Snowbots/Snowflake,Snowflake,Repositories,{'message': 'no data'},{'utils-test': 'ynomial where the coefficient of the highest power is 0 y = 0x^3 + x^2 y = 0 y = -32x^31 + 4x^3'},
REPO_MD57,https://github.com/UBC-Snowbots/Snowflake,Snowflake,Repositories,{'message': 'no data'},{'bigint_kernel_2': 'ore complex  O(n*logn) algorithm make size a power of 2 allocate some temporary space so we can'},
REPO_MD58,https://github.com/UBC-Snowbots/Snowflake,Snowflake,Repositories,{'message': 'no data'},{'mpc': '------------------- input and output compute powers of A: Apow[i] == A^i fill in K fill in Mcou'},
REPO_MD59,https://github.com/UBC-Snowbots/Snowflake,Snowflake,Repositories,{'message': 'no data'},{'numerical_integration': 'txt for the full license. This function test battery is given in: Test functions taken from Pedro'},
REPO_MD60,https://github.com/UBC-Snowbots/Snowflake,Snowflake,Repositories,{'message': 'no data'},"{'pixel': 'point (127,127,127)Lab limit values testred, green, blue, yellow, black, whiteRGB limit tests'}",
REPO_MD61,https://github.com/UBC-Snowbots/Snowflake,Snowflake,Repositories,{'message': 'no data'},"{'jquant1': ' dither matrix  NB: if ODITHER_SIZE is not a power of 2, ODITHER_MASK uses will break  # cells '}",
REPO_MD62,https://github.com/UBC-Snowbots/Snowflake,Snowflake,Repositories,{'message': 'no data'},"{'jdcolor': ""due to noise introduced by DCT losses.  red  green  blue  K passes through unchanged  don't nee""}",
REPO_MD63,https://github.com/UBC-Snowbots/Snowflake,Snowflake,Repositories,{'message': 'no data'},{'ConeExtractorNode': 'ale for width/height respectively Points are green'},
REPO_MD64,https://github.com/AutonomyLab/bebop_autonomy,bebop_autonomy,Repositories,{'message': 'no data'},{'bebop_itl_test': 'erything else is ready) The problem with the battery state is that it is only updated when its va'},
REPO_MD65,https://github.com/linorobot/linorobot,linorobot,Repositories,{'message': 'no data'},{'ADXL345': ':     2011-07-31 - initial release reset all power settings DEVID register THRESH_TAP register '},
REPO_MD60,https://github.com/irvs/ros_tms,ros_tms,Repositories,{'message': 'no data'},{'viewer': '--------------------- black cyan orange blue green DarkKhaki Navy violet grey darkRed DarkOrang'},
REPO_MD61,https://github.com/irvs/ros_tms,ros_tms,Repositories,{'message': 'no data'},{'tms_db_state_publisher': 'ing_chair3 meeting_chair4 wagon chipstar_red greentea_bottle cancoffee soysauce_bottle_black---'},
REPO_MD62,https://github.com/irvs/ros_tms,ros_tms,Repositories,{'message': 'no data'},"{'tms_ts_subtask_957': 'obile_base/commands/sound"", 1);  kobuki_motorpower             = nh1.advertise<kobuki_msgs::Mot'}",
REPO_MD63,https://github.com/irvs/ros_tms,ros_tms,Repositories,{'message': 'no data'},"{'tms_ts_subtask': 'obile_base/commands/sound"", 1);  kobuki_motorpower             = nh1.advertise<kobuki_msgs::Mot'}",
REPO_MD64,https://github.com/irvs/ros_tms,ros_tms,Repositories,{'message': 'no data'},{'voice_receiver': '------ chipstar_red chipstar_orange chipstar_green greentea_bottle soukentea_bottle soysauce_bo'},
REPO_MD65,https://github.com/irvs/ros_tms,ros_tms,Repositories,{'message': 'no data'},"{'newfft': ""e maximum factor size TWO_GRP is the maximum power of 2 handled as a single factor Doesn't take""}",
REPO_MD66,https://github.com/irvs/ros_tms,ros_tms,Repositories,{'message': 'no data'},{'smartpal5_control': '-------------------------------- clear alarm power on servo on 10Hz frequency (0.1 sec)--------'},
REPO_MD67,https://github.com/AutonomyLab/create_autonomy,create_autonomy,Repositories,{'message': 'no data'},"{'create_driver': "" Start in full control mode Show robot's battery level Set frame_id's Populate intial covaria""}",
REPO_MD67,https://github.com/bluesat/owr_software,owr_software,Repositories,{'message': 'no data'},{'NavigationNode': 'function  GPS related data Power left on the battery Subscribe to all topics that will be publish'},
REPO_MD68,https://github.com/bluesat/owr_software,owr_software,Repositories,{'message': 'no data'},{'NavigationGUI': 'the list of GPS co-ordinates debug - animate battery and signal calculate the path rotation angle'},
REPO_MD69,https://github.com/elpimous/Neo_robot,Neo_robot,Repositories,{'message': 'no data'},,
REPO_MD70,https://github.com/PilzDE/pilz_robots,pilz_robots,Repositories,{'acceptancetest_stop1': '- Properly connect and startup the robot and power cabinet containing the PNoz-Multi.\n    Make '},,
REPO_MD71,https://github.com/PilzDE/pilz_robots,pilz_robots,Repositories,{'acceptancetest_execute_brake_test': '- Properly connect and startup the robot and power cabinet containing the PSS4000.\n    Make sur'},,
REPO_MD72,https://github.com/PilzDE/pilz_robots,pilz_robots,Repositories,{'acceptancetest_execute_brake_test_with_gripper': '- Properly connect and startup the robot and power cabinet containing the PSS4000.\n    Make sur'},,
REPO_MD73,https://github.com/rospilot/rospilot,rospilot,Repositories,{'PLUGIN-GUIDE': ' of the greatest things about Leaflet is its powerful plugin ecosystem.\nThe [Leaflet plugins pa'},,
REPO_MD74,https://github.com/EndPointCorp/lg_ros_nodes,lg_ros_nodes,Repositories,{'TELEOP': '        |\n| Home           | Display Wiimote battery level      |\n|                |             '},,
REPO_MD75,https://github.com/osu-uwrt/riptide_software,riptide_software,Repositories,"{'riptide_teleop': 'uld proces. Last, pressing the ""X"" will kill power to all thrusters.\n\n* Input Topics: /joy, /st'}",,
REPO_MD76,https://bitbucket.org/auengagroactu_sens/dji_matrice100_onboard_sdk_ros,dji_matrice100_onboard_sdk_ros,Repositories,{'Appendix': 'etry data\n\ttype: nav_msgs/Odometry\n\n/dji_sdk/power_status\n\tinfo: current battery info\n\ttype: dj'},,
REPO_MD77,https://github.com/ros-planning/navigation2,navigation2,Repositories,"{'requirements': 'it, for example, to shut down or enter a low-power state.\nMP009 | Mission Planning.Navigation C'}",,
REPO_MD78,https://bitbucket.org/whoidsl/ds_base,ds_base,Repositories,"{'IO_STATE_MACHINE': 'onse to user input.  For example, the Lambda power supply driver uses preempt commands to set t'}",,
REPO_MD79,https://github.com/jhu-asco/aerial_autonomy,aerial_autonomy,Repositories,{'creating_autonomy_application': '` keeps a `UAVSystem` from taking off if the battery level percentage\nis below some threshold.  G'},,
REPO_MD80,https://github.com/jhu-asco/aerial_autonomy,aerial_autonomy,Repositories,"{'background': 'tes. For example, if the quadrotor has a low battery warning, the quadrotor will not accept a goa'}",,
REPO_MD81,https://github.com/jsk-ros-pkg/jsk_robot,jsk_robot,Repositories,{'fade_leds': ' red channel (float 0-1)  \n`g`: intensity of green channel (float 0-1)  \n`b`: intensity of blue'},,
REPO_MD82,https://github.com/craftit/DogBotSoftware,DogBotSoftware,Repositories,"{'poweringup': 'when voltage dips below 26V**\n\nThere are two power options for DogBot, mains power or batteries'}",,
REPO_MD83,https://github.com/occamLab/tango_ros_bridge,tango_ros_bridge,Repositories,"{'index': 'lly, you will be able to leverage all of the powerful features of ROS (e.g., visualization tool'}",,
REPO_MD84,https://github.com/jsk-ros-pkg/jsk_visualization,jsk_visualization,Repositories,{'rqt_drc_mini_maxwell': 'n it smiles and the background color becomes green.\n\n\nSample\n------\n\n```\n$ roslaunch jsk_rqt_pl'},,
REPO_MD85,https://github.com/jsk-ros-pkg/jsk_visualization,jsk_visualization,Repositories,{'rqt_status_light': '------------------------------\n\n* `1`:       green\n* `2`:       yellow\n* `(other)`: gray\n\n\nUsag'},,
