<<<<<<< HEAD
ID,URL,Repo Name,Collection,Commit Info
C136,https://github.com/ipa320/cob_command_tools,cob_command_tools,Commits,{'db673ee236b6713e7e73869f8eb40ae0e8bf5b21': 'Update battery_monitor.py'}
C156,https://github.com/ipa320/cob_perception_common,cob_perception_common,Commits,"{'10aedf3bfa585e602fc3e124067dc635e2c71efa': 'renamed msg + added energy value, encoded as XML'}"
C164,https://github.com/ipa320/cob_robots,cob_robots,Commits,{'a5c9a887d7a45a63f53aa4f05f43911c8729e3a1': 'enhanced battery monitoring'}
C179,https://github.com/ipa320/cob_robots,cob_robots,Commits,{'45eeefe7a71d9722b35d3048143fd99200787b51': 's://github.com/ipa320/cob_robots into raw3-5_battery_voltage'}
C180,https://github.com/ipa320/cob_robots,cob_robots,Commits,"{'1f1bb83ee0225eaf45114cab756db938d45247c2': ""Merge branch 'raw3-5_battery_voltage' of github.com:iirob/cob_robots int""}"
C181,https://github.com/ipa320/cob_robots,cob_robots,Commits,"{'6648ba4ef47b8eec939e4e32966cb4c470813b24': ""' of github.com:iirob/cob_robots into raw3-5_battery_voltage""}"
C182,https://github.com/ipa320/cob_robots,cob_robots,Commits,{'f924b0fc366619ce825f459df645aee1a37ce56e': 's://github.com/ipa320/cob_robots into raw3-5_battery_voltage'}
C184,https://github.com/ipa320/cob_robots,cob_robots,Commits,"{'2c6f0c9470703a10de25b8b266cf57d3616ee1be': ""Merge remote-tracking branch 'origin/raw3-5_battery_voltage' into update_raw3-5""}"
C185,https://github.com/ipa320/cob_robots,cob_robots,Commits,{'73af7b46f78a93741d8c230396b31ce30d178b52': 'added battery light monitor to cob4-2s bringup'}
C186,https://github.com/ipa320/cob_robots,cob_robots,Commits,{'a9266f9be614a20292ab3d8a57e8e036b60acabf': 'added battery_light_monitor launch to cob4-1 bringup'}
C187,https://github.com/ipa320/cob_robots,cob_robots,Commits,{'4fbda37b1333fd04dca37b912e7febbf557cf219': 'added battery_light_monitor config'}
C188,https://github.com/ipa320/cob_robots,cob_robots,Commits,{'9aaed57c536faafc17090ed5c2a1be27616af535': 'load battery light config to param server'}
C220,https://github.com/ipa320/cob_robots,cob_robots,Commits,{'3f214ae452a9a46726fd2ffa638cf3088b94942e': 'changes for using fake docking and power usage'}
C221,https://github.com/ipa320/cob_robots,cob_robots,Commits,{'2576ba237f5dfd43b0fec90d2adf354b178f8a30': '_docking\n\nchanges for using fake docking and power usage'}
C247,https://github.com/jhu-asco/aerial_autonomy,aerial_autonomy,Commits,"{'f861c94c2557008386828e251c1dabf69dcba36e': 'f, position control\n\nWhen taking off, if low battery, should try to land\nWhen reaching goal, if '}"
C248,https://github.com/jhu-asco/aerial_autonomy,aerial_autonomy,Commits,{'22f583c2dc304122cf28ac81074d326941d72c10': ' is closed\nIt also generates a land event if battery is low'}
C253,https://github.com/jhu-asco/aerial_autonomy,aerial_autonomy,Commits,"{'56c740d2f0dc4b5a200a01316a351f7ead2527c6': ""Merge branch 'master' into remove-low-battery-land""}"
C255,https://github.com/jhu-asco/aerial_autonomy,aerial_autonomy,Commits,{'a5f9ca7080f30f1683081bc75153f8e18baf054e': 'ge pull request #87 from jhu-asco/remove-low-battery-land\n\nAbort instead of Land when battery is'}
C256,https://github.com/jhu-asco/aerial_autonomy,aerial_autonomy,Commits,"{'23597ad499b1025ddea1915a4cae899b3edf14db': 'grator to xy in rpyt vel controller, reduce battery percentage'}"
C257,https://github.com/jhu-asco/aerial_autonomy,aerial_autonomy,Commits,"{'c1d07349ac8e879de3ba260cc24494567a3331a9': 'grator to xy in rpyt vel controller, reduce battery percentage'}"
C264,https://github.com/jsk-ros-pkg/jsk_common,jsk_common,Commits,{'179ab3e90898c57715c5bcc6fc9372b89533312a': 'add battery full capacity summary script'}
C266,https://github.com/jsk-ros-pkg/jsk_common,jsk_common,Commits,{'a63ced4051a95399ec6d1f0cb564f760092af147': 'add hardware id tp battery capacity'}
C268,https://github.com/jsk-ros-pkg/jsk_common,jsk_common,Commits,{'dee622635bcaab46b8518bb4e31f328c2b54e0b2': '[jsk_tools/bin/battery_capacity_summary.py] more battery info'}
C274,https://github.com/jsk-ros-pkg/jsk_common,jsk_common,Commits,{'046aca85dd1387cadc13f44c0725bae3111d1e93': 'Show unit of full/remaining capacity in battery_capacity_summary.py'}
C275,https://github.com/jsk-ros-pkg/jsk_common,jsk_common,Commits,{'0b6690df6adf1c94883b5399f961694866460d51': 'Show voltage as well in battery_capacity_summary.py'}
C278,https://github.com/jsk-ros-pkg/jsk_pr2eus,jsk_pr2eus,Commits,{'e34aacb7afdbbdf3c543bef95df3065858b7590e': 'modified time-limit for low power PC'}
C284,https://github.com/jsk-ros-pkg/jsk_robot,jsk_robot,Commits,{'b97363a0db298ee2b9cfde6a1d4070a5659a833d': 'stop base when power cable plugged'}
C285,https://github.com/jsk-ros-pkg/jsk_robot,jsk_robot,Commits,"{'d0ae8837d6ade9f263ed5bb96dbf4b90d409449a': ""Speak the remaining percentages of the battery if it's not charged""}"
C289,https://github.com/jsk-ros-pkg/jsk_robot,jsk_robot,Commits,{'c4f1b2034eea26f16c2f160c15f3de0f05513e65': 'speak the percentage of the battery with min charge'}
C290,https://github.com/jsk-ros-pkg/jsk_robot,jsk_robot,Commits,"{'0ce68037ff9c962ce2af56406673af13a0b35fdf': ""chiwunau/master\n\nspeak the percentage of the battery with min charge and it's id""}"
C291,https://github.com/jsk-ros-pkg/jsk_robot,jsk_robot,Commits,{'1e52d21be4d1815a2be2b1a747f42e76e67685ef': 'Record battery info before pwer go off'}
C292,https://github.com/jsk-ros-pkg/jsk_robot,jsk_robot,Commits,{'1f002d02335715f373a08b0bffb355bb5f4d6d7c': 'unau/battery_log\n\nRecord battery info before power go off'}
C301,https://github.com/jsk-ros-pkg/jsk_robot,jsk_robot,Commits,{'bef80be6e9bbd071df257eb98ebe987f71cdedf1': 'Merge pull request #1082 from knorth55/battery-warning\n\n[jsk_pr2_startup] use new battery '}
C330,https://github.com/knowrob/knowrob,knowrob,Commits,{'2a2b42a356fbdac8aecd10e4fd443630029254b4': 'mod_localization and mod_battery_state are added.\n\ngit-svn-id: http://code.i'}
C331,https://github.com/knowrob/knowrob,knowrob,Commits,{'0f32ff2b589a3faa7596f9a5dc16838999aa10f5': 'mod_localization and mod_battery_state are merged into mod_self_info. mod_se'}
C334,https://github.com/kucars/haptic_teleoperation,haptic_teleoperation,Commits,{'47f03ff156b02ff659613ee8b52d3ef09424f2b7': 'ooler will not send data to the robot if the battery is less that 40 %.'}
C335,https://github.com/kuka-isir/cart_opt_ctrl,cart_opt_ctrl,Commits,{'baee14bdb4ccbf46621e4b5cbf47e814aa3f6f95': 'Adding the kinetic energy constraint'}
C336,https://github.com/kuka-isir/cart_opt_ctrl,cart_opt_ctrl,Commits,"{'bb2a91256af09290861ab7fea6d125a7a45467df': ""Filter robot's kinetic energy""}"
C342,https://github.com/markusk/minibot,minibot,Commits,{'1dc5a830652f422ab6744c36583300a888264e6b': 'initial commit for AD conversion for battery check'}
C343,https://github.com/markusk/minibot,minibot,Commits,{'929f29eceb84524a03de177852403023524cde28': 'Added AD converter code for checking battery voltage'}
C347,https://github.com/markusk/minibot,minibot,Commits,{'501ba55bb6c93484ad6b44afaf47475070af084e': 'emptying battery okay'}
C350,https://github.com/markusk/minibot,minibot,Commits,{'a108e44ed47ec3e25ef8b16ab591466be3748fb4': 'changed code to work with battery service'}
C373,https://github.com/mavlink/mavros,mavros,Commits,"{'08ae1cc15783a7b1b69cf2176079f5a2c6c88bd2': 'sys_status: Add battery status monitoring\n\nFix #19, partial #16.'}"
C382,https://github.com/OUXT-Polaris/robotx_core,robotx_core,Commits,{'e54f7583729c6be154a5ddbb54c9be266f5c6c7f': 'add battery_monitor_driver_node'}
C385,https://github.com/pandora-auth-ros-pkg/pandora_ros_pkgs,pandora_ros_pkgs,Commits,{'6bc7232a38bc2fb353c8659ed988a4a174eb138c': 'Fix battery monitor with new interfaces [ci skip]'}
C386,https://github.com/pandora-auth-ros-pkg/pandora_ros_pkgs,pandora_ros_pkgs,Commits,{'f3f28f219de42f1fa3536bc40e289e07d7dc72a8': 'Update battery_monitor.py'}
C387,https://github.com/pandora-auth-ros-pkg/pandora_ros_pkgs,pandora_ros_pkgs,Commits,{'a4b496c966edafd5d28b91228b314de795ba2d4b': ' sonars\n - differential joint encoder\n - battery voltage\n (in addition to the existing co2'}
C388,https://github.com/pandora-auth-ros-pkg/pandora_ros_pkgs,pandora_ros_pkgs,Commits,{'7930fb11fe3f090b608faa889b6b6645f8a90a5e': 'Change battery_monitor script to beep below 22.0 Volts'}
C389,https://github.com/pandora-auth-ros-pkg/pandora_ros_pkgs,pandora_ros_pkgs,Commits,{'c5e6794b2ef06cb56f0d3d9083fe2f95feed7ef7': 'Fix for false beep for batteries when arm resets'}
C390,https://github.com/pandora-auth-ros-pkg/pandora_ros_pkgs,pandora_ros_pkgs,Commits,{'38902da39da411be7c5abc776ef01a583145c754': 'Fix for false beep for batteries when arm resets'}
C391,https://github.com/pandora-auth-ros-pkg/pandora_ros_pkgs,pandora_ros_pkgs,Commits,"{'2d981a668f74fb43eb9af53d6ab981fd9006211e': ' Also fixes logical error, due to, which the battery_monitor script\n beeped when an invalid rea'}"
C392,https://github.com/pandora-auth-ros-pkg/pandora_ros_pkgs,pandora_ros_pkgs,Commits,{'bca11c8df50c054b7292d76762e3d8fe8db1f2e7': 'Add battery voltage validity check (>12V)'}
C393,https://github.com/pantor/ros-control-center,ros-control-center,Commits,"{'becfb2e4123e15d8f00fa6d4edfe6667be018197': 'new screenshot, battery view, better overflow'}"
C395,https://github.com/pantor/ros-control-center,ros-control-center,Commits,"{'32eef4d274aae34f760512d437ae20e8d888e28d': 'battery status bar, fixed undefined error'}"
C397,https://github.com/pantor/ros-control-center,ros-control-center,Commits,{'6e847f1910f53a01893045d8ba3a4b1a62a95653': 'battery status percentage'}
C403,https://github.com/PR2/pr2_plugs,pr2_plugs,Commits,{'ce6a0793645dde41941a1ef096f029b2aac0d12c': 're-added battery_stub.py to pr2_plugs/pr2_plugs_executive/sc'}
C404,https://github.com/PR2/pr2_plugs,pr2_plugs,Commits,{'37c1fa75d40d06551f8faefdd8def132b1dc4051': 'recharge application does not look at battery levels any more'}
C405,https://github.com/PR2/pr2_robot,pr2_robot,Commits,{'49b6649a38c81d9367c60b20c006334f978051bf': 'imu only gets calibrated when the torso lost power'}
C407,https://github.com/PR2/pr2_robot,pr2_robot,Commits,{'45993ea95b144ede43ddcd068882c65a75c34c7d': 'Enabled tilt laser and battery server'}
C412,https://github.com/PR2/pr2_self_test,pr2_self_test,Commits,{'cd1a834e36674672be6002364fc039df51025a84': 'Forgot to disable power board for wge100 config scripts.'}
C413,https://github.com/PR2/pr2_self_test,pr2_self_test,Commits,"{'57a67418d77a30937986c92e9209bd925217fa2b': 'Auto power start, use bays, GUI changes to Test Manager'}"
C425,https://github.com/rapp-project/rapp-platform,rapp-platform,Commits,{'ddb1855558e9f481f2fd15b9c0a3f3f4162059e8': 'added a simple energy denoiser'}
C426,https://github.com/rapp-project/rapp-platform,rapp-platform,Commits,{'50c6a9a8a33b24533242cb92e2eb2791742c58c3': 'Trimmed power denoiser. Must incorporate in sphinx wrapper'}
C427,https://github.com/rapp-project/rapp-platform,rapp-platform,Commits,{'74a10ac7ee31efd3fcc406fc7cef6b446d4737ec': 'rk. Added plot debugging in audio processing energy denoising. Refactored a bit sphinx4_wrapper'}
C428,https://github.com/rapp-project/rapp-platform,rapp-platform,Commits,{'0175a154b91310e7db4e052e2007eb37ada2353a': 'y behavior in speech recognition with higher energy denoising. Refactored yes-no benchmark. Lowe'}
C429,https://github.com/rapp-project/rapp-platform,rapp-platform,Commits,{'a51e3247fbb8ad346def0b8598f8a10c4ee416a3': 'Refactoring and unit testing in energy denoising'}
C430,https://github.com/RCPRG-ros-pkg/elektron_robot,elektron_robot,Commits,{'8e81bcb77683b85b036914ae12e1dbc681b00a9a': 'Laptop battery monitor'}
C431,https://github.com/RCPRG-ros-pkg/elektron_robot,elektron_robot,Commits,{'31a3929a9174faf9928b68ddd1cffe8c66815504': 'Main battery monitor'}
C432,https://github.com/RCPRG-ros-pkg/elektron_robot,elektron_robot,Commits,{'cdae2d1158c4281aeb82da803968e37933cd2bad': 'Sound indication of battery lvl'}
C437,https://github.com/RoboJackets/igvc-software,igvc-software,Commits,{'d715608ec38ed87a47835a80c1cc1f5598216988': ' detecting white pixels.\n7. Decreased thrust power of autonomous mode to 75%.\n8. Decreased the '}
C438,https://github.com/RoboJackets/igvc-software,igvc-software,Commits,{'c957d7b1542c02f1be755b7c11ce5403e2e5417b': ' detecting white pixels.\n7. Decreased thrust power of autonomous mode to 75%.\n8. Decreased the '}
C447,https://github.com/RoboJackets/igvc-software,igvc-software,Commits,{'08ac3e9f813086547a4c27b57f0c9dfc8485d4bb': 'Adds battery monitor to dashboard.\nChanges layout of das'}
C451,https://github.com/RoboJackets/igvc-software,igvc-software,Commits,{'317000497182a2db67f03eea3419fccf66ca6d22': 'added time delayed average for battery voltage'}
C452,https://github.com/RoboJackets/igvc-software,igvc-software,Commits,{'76decabe4342d3f716d3416cd1881961dcf93d70': 'fixed issue with low battery warning never publishing'}
C453,https://github.com/RoboJackets/igvc-software,igvc-software,Commits,{'c205798cfbad6f878b705aa63a4edbfc9fdc3dd4': 'Fix string comparison bug. Improve battery avg voltage calculation'}
C454,https://github.com/RoboJackets/igvc-software,igvc-software,Commits,{'0b0d48c140b24ec02fb9b79612a074fcedfb0544': 'set initial battery voltage equal to min battery voltage'}
C462,https://github.com/robotican/lizi,lizi,Commits,{'a86ef6fe4aa28034cca55b12e268a77efc6ac362': 'added ros battery and gps topics + minor fixes'}
C463,https://github.com/robotican/lizi,lizi,Commits,{'12459940200771f8c926609d456c10b70019bb0e': 'publish battery on any state'}
C465,https://github.com/ROBOTIS-GIT/turtlebot3,turtlebot3,Commits,{'5d9f848b19b093db61947a76562fa43087b44542': 'added battery voltage msg and info'}
C474,https://github.com/ros-industrial/motoman,motoman,Commits,{'b957c4074d02897aa78f6443586741d70be3bdac': 'iver - Update\n\nFixed enabling servos when in energy-savings mode.\nRemoved extra task creation wh'}
C475,https://github.com/ros-industrial/motoman,motoman,Commits,{'c367f27d1a5b23303c8044b9acbf6cae4d8c9f6b': 'or the motion.\nFixed enabling servos when in energy-savings mode.\nRemoved extra task creation wh'}
C476,https://github.com/ros-industrial/motoman,motoman,Commits,{'0864f8c555e3e9e493a7db4f8fe1ecf06dcf8d67': 'or the motion.\nFixed enabling servos when in energy-savings mode.\nRemoved extra task creation wh'}
C477,https://github.com/ros-industrial/motoman,motoman,Commits,{'68657f1b0c2b657ee1dd8010cf74f7ba27286296': 'or the motion.\nFixed enabling servos when in energy-savings mode.\nRemoved extra task creation wh'}
C478,https://github.com/ros-industrial/motoman,motoman,Commits,{'bdd091fb8ddb12c8647c645b3a74a677dd920e62': 'or the motion.\nFixed enabling servos when in energy-savings mode.\nRemoved extra task creation wh'}
C479,https://github.com/ros-industrial/motoman,motoman,Commits,{'1bbf3930c38688fb380ff8af5125e92cad530370': 'or the motion.\nFixed enabling servos when in energy-savings mode.\nRemoved extra task creation wh'}
C481,https://github.com/ros-interactive-manipulation/pr2_object_manipulation,pr2_object_manipulation,Commits,{'6666d1a9a1f483141befdb9d2d24a347dfaf1f28': 'added battery level text'}
C491,https://github.com/ros/diagnostics,diagnostics,Commits,{'effce4881580f64b9c201944572608ce544b6cd4': 'shoulder test tweaking and adding auto power control'}
C494,https://github.com/ros/diagnostics,diagnostics,Commits,{'0566117a74a3bed78d4bd13fb025ab4d5d70f8c6': 'Modify hot box to depend on battery driver for email when low battery'}
C495,https://github.com/ros/diagnostics,diagnostics,Commits,{'81d72d11b3b2a018b75046ef272fffeba649aca2': 'Fix type on battery notify call'}
C499,https://github.com/rosflight/rosflight,rosflight,Commits,{'9d6f3fae4c85e2180bb9e4be82f4635d74db2958': 'Use newest mavlink to support battery status messages'}
C500,https://github.com/rosflight/rosflight,rosflight,Commits,{'742373ca3638f41e64f5b9172bb33c8f28ee7527': 'Add support for battery monitor messages'}
C501,https://github.com/rosflight/rosflight,rosflight,Commits,{'ffb9d98e2ddf6c7595bee04ecf87da06414bc9ad': 'Add battery monitor support'}
C506,https://github.com/rospilot/rospilot,rospilot,Commits,{'5cac07dde5600f1fc6df0ceb6ebb83b242b7708c': 'Add support for battery voltage monitoring'}
C507,https://github.com/RoverRobotics/rr_openrover_basic,rr_openrover_basic,Commits,{'a38082f4fdfebbf1d311498faf1f00553939bbf2': 'Added data about battery health and status'}
C508,https://github.com/RoverRobotics/rr_openrover_basic,rr_openrover_basic,Commits,{'bd8607e5493ffeca49ce399270f608c9f233320d': 'Added the new battery data to inorbit publisher'}
C509,https://github.com/RoverRobotics/rr_openrover_basic,rr_openrover_basic,Commits,{'86697b0962f5b6f14d4ee854326a01c27d882423': 'e pull request #4 from RoverRobotics/feature/battery_status\n\nFeature/battery status'}
C510,https://github.com/RoverRobotics/rr_openrover_basic,rr_openrover_basic,Commits,{'92f8894a44812c893d5dd6b9ba2fc886c70b96be': 'Add battery current and battery voltage to OpenRover'}
C511,https://github.com/RoverRobotics/rr_openrover_basic,rr_openrover_basic,Commits,{'f808ae55e1d76d3e784ed384bf37d41e652e39b3': 'Add new power info to diagnostics'}
C514,https://github.com/sbrodeur/ros-icreate-bbb,ros-icreate-bbb,Commits,{'923d79f9d92c0e96278823931931a002c05bc81d': 'Converted battery topic to simple BatteryState message. Remov'}
C515,https://github.com/sbrodeur/ros-icreate-bbb,ros-icreate-bbb,Commits,{'dfd64de36499c0841b57a91016698ef320aeb91e': ' complete for most sensors\n\n- NOTE: that the battery percentage and status are not supported yet'}
C516,https://github.com/sbrodeur/ros-icreate-bbb,ros-icreate-bbb,Commits,"{'6fccca0c95cf8a8c68a45bc7475b725c780d4353': 'alization\n\n- Added visualization support for battery charge (mAh and percentage),\nand battery st'}"
C518,https://github.com/seed-solutions/aero-ros-pkg,aero-ros-pkg,Commits,"{'6e4f32da7e48a25e1956b63273bf7d29e79544dd': 'decimate wheel_base, remove battery detail'}"
C522,https://github.com/sigmaai/self-driving-golf-cart,self-driving-golf-cart,Commits,{'18a9076da7065aeb7bcf04d42517dda5ab6aa6a9': ' rosbag record.\n\nexamine computer strain and power consumption'}
C524,https://github.com/start-jsk/rtmros_common,rtmros_common,Commits,{'94a46779e53867c17a3eb199a96fe9d4f63dd200': 'fault rate to 10 ; this process consumes cpu power so much'}
C525,https://github.com/start-jsk/rtmros_common,rtmros_common,Commits,{'af72bee177c1d216f43d9cd9499c99a2319aad75': 'add power indicator'}
C526,https://github.com/start-jsk/rtmros_common,rtmros_common,Commits,"{'bb825b2910e0cef86ab26083d9f2f65528777851': 'add calib done, power on, servo alarm message to diagnostics'}"
C527,https://github.com/start-jsk/rtmros_common,rtmros_common,Commits,"{'d932c867a39570b867cfd375d7056e1eb0209c75': 'add use_diagnostics, use_rosout, use_battery option in __init__'}"
C534,https://github.com/bluesat/owr_software,owr_software,Commits,{'c2c9eeb3c8b1b7d01322913c6ca993d8e47a2df6': 'Added battery voltage reading.'}
